Taxonomy / Feature	LDA score (log10)	Class	Mean (relative) abundance in that class	p-value
d__Bacteria.p__Chloroflexota.c__Anaerolineae.o__Aggregatilineales	3.974495918433168			-
d__Bacteria.p__Chloroflexota.c__Anaerolineae.o__Aggregatilineales.__	2.5889990322691094			-
d__Bacteria.p__Patescibacteria.c__Saccharimonadia.o__Saccharimonadales.f__Incertae_Sedis	3.158874373027009			-
d__Bacteria.p__Latescibacterota	3.8561229107093715			-
d__Bacteria.p__Latescibacterota.c__Incertae_Sedis	3.8526593132973534	Organic	3.5676731295323045	0.027486336
d__Bacteria.p__Latescibacterota.c__Incertae_Sedis.o__Incertae_Sedis	3.8526593132973534	Organic	3.5648470739030462	0.027486336
d__Bacteria.p__Latescibacterota.c__Incertae_Sedis.o__Incertae_Sedis.f__Incertae_Sedis	3.8526593132973534	Organic	3.564009007693492	0.027486336
d__Bacteria.p__Chloroflexota.c__JG30_KF_CM66	3.945688202623471			-
d__Bacteria.p__Chloroflexota.c__JG30_KF_CM66.o__Incertae_Sedis	3.945688202623471			-
d__Bacteria.p__Chloroflexota.c__JG30_KF_CM66.o__Incertae_Sedis.f__Incertae_Sedis	3.945688202623471			-
d__Bacteria.p__Elusimicrobiota	3.459904466			-
d__Bacteria.p__Elusimicrobiota.c__Lineage_IIa	3.187499346614939			-
d__Bacteria.p__Elusimicrobiota.c__Lineage_IIa.o__Incertae_Sedis	3.187499346614939			-
d__Bacteria.p__Elusimicrobiota.c__Lineage_IIa.o__Incertae_Sedis.f__Incertae_Sedis	3.187499346614939			-
d__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Elsterales	4.905782209288499	Chemical	4.471962598213251	0.014305878435429647
d__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Elsterales.f__Elsteraceae	2.517896280328793			-
d__Bacteria.p__Pseudomonadota.c__Gammaproteobacteria	4.681203961116153			-
d__Bacteria.p__Pseudomonadota.c__Gammaproteobacteria.o__Gammaproteobacteria_Incertae_Sedis	4.228200900084463	Chemical	3.7878098518256667	0.014305878435429647
d__Bacteria.p__Pseudomonadota.c__Gammaproteobacteria.o__Gammaproteobacteria_Incertae_Sedis.f__Unknown_Family	4.228200900084463	Chemical	3.7771400970847733	0.014305878435429647
d__Bacteria.p__Acidobacteriota.c__Acidobacteriae.o__Subgroup_2	4.662904390386118	Chemical	4.220402380260777	0.014305878435429647
d__Bacteria.p__Acidobacteriota.c__Acidobacteriae.o__Subgroup_2.f__Incertae_Sedis	4.662904390386118	Chemical	4.261122218406709	0.014305878435429647
d__Bacteria.p__Planctomycetota.c__Phycisphaerae	4.011943850905478	Organic	3.5168369014091287	0.014305878435429647
d__Bacteria.p__Planctomycetota.c__Phycisphaerae.o__Phycisphaerales	2.4920888533720262			-
d__Bacteria.p__Planctomycetota.c__Phycisphaerae.o__Phycisphaerales.f__Phycisphaeraceae	2.4920888533720262			-
d__Bacteria.p__Armatimonadota.c__Chthonomonadia	3.176641425379153			-
d__Bacteria.p__Armatimonadota.c__Chthonomonadia.o__Chthonomonadales	3.176641425379153			-
d__Bacteria.p__Armatimonadota.c__Chthonomonadia.o__Chthonomonadales.f__Incertae_Sedis	3.176641425379153			-
d__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Sphingomonadales	3.962061274028273	Organic	3.414720875177648	0.014305878435429647
d__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Sphingomonadales.f__Sphingomonadaceae	3.962061274028273	Organic	3.4037715397217436	0.014305878435429647
d__Bacteria.p__Acidobacteriota.c__Acidobacteriae.o__Terriglobales.f__Incertae_Sedis	4.206726722484856			-
d__Bacteria.p__Actinomycetota.c__Thermoleophilia	5.157842327635485	Organic	4.581068836163428	0.014305878435429647
d__Bacteria.p__Actinomycetota.c__Thermoleophilia.o__Gaiellales	4.920455318	Organic	4.302397454457641	0.014305878435429647
d__Bacteria.p__Actinomycetota.c__Thermoleophilia.o__Gaiellales.f__Gaiellaceae	4.366795682	Organic	3.9643889296834267	0.014305878435429647
d__Bacteria.p__Bacillota.c__Negativicutes	3.208433228348756			-
d__Bacteria.p__Bacillota.c__Negativicutes.o__Veillonellales_Selenomonadales	3.208433228348756			-
d__Bacteria.p__Bacillota.c__Negativicutes.o__Veillonellales_Selenomonadales.f__Sporomusaceae	3.168315950627265			-
d__Bacteria.p__Actinomycetota.c__Actinobacteria.o__Pseudonocardiales	4.0662384946859635			-
d__Bacteria.p__Actinomycetota.c__Actinobacteria.o__Pseudonocardiales.f__Pseudonocardiaceae	4.0662384946859635			-
d__Archaea.p__Thermoproteota.c__Nitrososphaeria.o__Nitrososphaerales	4.40665889	Organic	3.9044987409989127	0.014305878435429647
d__Archaea.p__Thermoproteota.c__Nitrososphaeria.o__Nitrososphaerales.f__Nitrososphaeraceae	4.40665889	Organic	3.9119372432720407	0.014305878435429647
d__Bacteria.p__Bacillota.c__Bacilli.o__Paenibacillales	4.131290904668434			-
d__Bacteria.p__Bacillota.c__Bacilli.o__Paenibacillales.f__Paenibacillaceae	4.131290904668434			-
d__Bacteria.p__Verrucomicrobiota.c__Verrucomicrobiia.o__Pedosphaerales	4.328232277454715			-
d__Bacteria.p__Verrucomicrobiota.c__Verrucomicrobiia.o__Pedosphaerales.f__Pedosphaeraceae	4.328232277454715			-
d__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Elsterales.f__Incertae_Sedis	4.904626770800944	Chemical	4.499196690272861	0.014305878435429647
d__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Hyphomicrobiales	4.463327050305564			-
d__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Hyphomicrobiales.f__KF_JG30_B3	3.2967430526519292			-
d__Bacteria.p__Pseudomonadota.c__Gammaproteobacteria.o__Burkholderiales	4.438180247673226			-
d__Bacteria.p__Pseudomonadota.c__Gammaproteobacteria.o__Burkholderiales.f__Nitrosomonadaceae	4.151558977330852			-
d__Bacteria.p__Pseudomonadota.c__Gammaproteobacteria.o__Burkholderiales.__	2.313776563845236			-
d__Bacteria.p__Bacillota.c__Clostridia	4.584544758824303			-
d__Bacteria.p__Bacillota.c__Clostridia.o__Clostridiales	3.8307691250394105			-
d__Bacteria.p__Bacillota.c__Clostridia.o__Clostridiales.f__Clostridiaceae	3.777324807354149			-
d__Bacteria.p__Fibrobacterota	2.912482771181061			-
d__Bacteria.p__Fibrobacterota.c__Fibrobacteria	2.665215958608133			-
d__Bacteria.p__Fibrobacterota.c__Fibrobacteria.o__Fibrobacterales	2.665215958608133			-
d__Bacteria.p__Fibrobacterota.c__Fibrobacteria.o__Fibrobacterales.f__Fibrobacteraceae	2.665215958608133			-
d__Bacteria.p__Chloroflexota.c__Anaerolineae.o__Aggregatilineales.f__A4b	3.8062143813961815			-
d__Bacteria.p__Chloroflexota.c__Anaerolineae.o__Aggregatilineales.f__Aggregatilineaceae	3.4220290353372254	Organic	2.9439079315606653	0.027486336
d__Bacteria.p__Myxococcota	4.493062941759461			-
d__Bacteria.p__Myxococcota.c__Polyangiia	4.238691517			-
d__Bacteria.p__Myxococcota.c__Polyangiia.o__Polyangiales	3.7384067498002698			-
d__Bacteria.p__Myxococcota.c__Polyangiia.o__Polyangiales.f__Polyangiaceae	3.5925299381911606			-
d__Bacteria.p__Pseudomonadota.c__Gammaproteobacteria.o__Burkholderiales.f__Oxalobacteraceae	3.150197915161318			-
d__Bacteria.p__Acidobacteriota.c__Holophagae	3.815993319708319	Organic	3.4127359143902423	0.014305878435429647
d__Bacteria.p__Acidobacteriota.c__Holophagae.o__Subgroup_7	3.815993319708319	Organic	3.426165534080881	0.014305878435429647
d__Bacteria.p__Acidobacteriota.c__Holophagae.o__Subgroup_7.f__Incertae_Sedis	3.815993319708319	Organic	3.4135316932425033	0.014305878435429647
d__Bacteria.p__Chloroflexota.c__Chloroflexia.o__Thermomicrobiales	4.120373739			-
d__Bacteria.p__Chloroflexota.c__Chloroflexia.o__Thermomicrobiales.f__Thermomicrobiaceae	3.3220488753381114			-
d__Bacteria.p__Acidobacteriota.c__Subgroup_18	3.109389065403411	Organic	2.860889470354917	0.012725353282910894
d__Bacteria.p__Acidobacteriota.c__Subgroup_18.o__Incertae_Sedis	3.109389065403411	Organic	2.8612004732189265	0.012725353282910894
d__Bacteria.p__Acidobacteriota.c__Subgroup_18.o__Incertae_Sedis.f__Incertae_Sedis	3.109389065403411	Organic	2.860948521354805	0.012725353282910894
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Chitinophagales	3.5302467621246456			-
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Chitinophagales.f__Chitinophagaceae	3.5195634776310722			-
d__Bacteria.p__Actinomycetota.c__Actinobacteria.o__Micromonosporales	4.334520000166181			-
d__Bacteria.p__Actinomycetota.c__Actinobacteria.o__Micromonosporales.f__Micromonosporaceae	4.334520000166181			-
d__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Tistrellales	3.6699493411765967	Organic	3.1746489731385195	0.049090116
d__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Tistrellales.f__Geminicoccaceae	3.6699493411765967	Organic	3.180419557839262	0.049090116
d__Bacteria.p__Planctomycetota.c__Planctomycetes.o__Isosphaerales	3.7313119265772485			-
d__Bacteria.p__Planctomycetota.c__Planctomycetes.o__Isosphaerales.f__Isosphaeraceae	3.7313119265772485			-
d__Bacteria.p__Acidobacteriota.c__Acidobacteriae.o__Solibacterales	3.917836175545814			-
d__Bacteria.p__Acidobacteriota.c__Acidobacteriae.o__Solibacterales.f__Solibacteraceae	3.917836175545814			-
d__Bacteria.p__Bdellovibrionota	3.635040110871929			-
d__Bacteria.p__Bdellovibrionota.c__Oligoflexia	3.5230850973213155			-
d__Bacteria.p__Bdellovibrionota.c__Oligoflexia.o__0319_6G20	3.507329040151274			-
d__Bacteria.p__Bdellovibrionota.c__Oligoflexia.o__0319_6G20.f__Incertae_Sedis	3.507329040151274			-
d__Bacteria.p__Planctomycetota.c__Phycisphaerae.o__Tepidisphaerales	3.9930644600278553	Organic	3.5016128059292497	0.014305878435429647
d__Bacteria.p__Planctomycetota.c__Phycisphaerae.o__Tepidisphaerales.f__WD2101_soil_group	3.9771148044312956	Organic	3.485525487462978	0.014305878435429647
d__Bacteria.p__Acidobacteriota.c__Vicinamibacteria	4.740112423			-
d__Bacteria.p__Acidobacteriota.c__Vicinamibacteria.o__Vicinamibacterales	4.740112423			-
d__Bacteria.p__Acidobacteriota.c__Vicinamibacteria.o__Vicinamibacterales.f__Incertae_Sedis	4.5160550508216915	Organic	4.026809729669466	0.014305878435429647
d__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Hyphomicrobiales.f__Xanthobacteraceae	4.119956336858771			-
d__Bacteria.p__Actinomycetota.c__Acidimicrobiia.o__Microtrichales.f__Ilumatobacteraceae	3.489421915199411	Organic	3.060478358679502	0.027486336
d__Bacteria.p__Chloroflexota.c__AD3	3.893911473276411			-
d__Bacteria.p__Chloroflexota.c__AD3.o__Incertae_Sedis	3.893911473276411			-
d__Bacteria.p__Chloroflexota.c__AD3.o__Incertae_Sedis.f__Incertae_Sedis	3.893911473276411			-
d__Bacteria.p__Myxococcota.c__Polyangiia.o__Haliangiales	4.051091357987897			-
d__Bacteria.p__Myxococcota.c__Polyangiia.o__Haliangiales.f__Haliangiaceae	4.051091357987897			-
d__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Hyphomicrobiales.f__Beijerinckiaceae	3.8432856909207986			-
d__Bacteria.p__Actinomycetota.c__Thermoleophilia.o__Solirubrobacterales	4.769253743327484	Organic	4.166977931028872	0.014305878435429647
d__Bacteria.p__Actinomycetota.c__Thermoleophilia.o__Solirubrobacterales.f__Solirubrobacteraceae	4.474452631			-
d__Bacteria.p__Methylomirabilota	4.147070619421564	Organic	3.6969963898682914	0.014305878435429647
d__Bacteria.p__Methylomirabilota.c__Methylomirabilia	4.147070619421564	Organic	3.7029529421635488	0.014305878435429647
d__Bacteria.p__Methylomirabilota.c__Methylomirabilia.o__Rokubacteriales	4.144315686758991	Organic	3.691130101945223	0.014305878435429647
d__Bacteria.p__Methylomirabilota.c__Methylomirabilia.o__Rokubacteriales.f__Incertae_Sedis	4.144315686758991	Organic	3.6872506124461992	0.014305878435429647
d__Bacteria.p__Cyanobacteriota	3.632481622603993			-
d__Bacteria.p__Cyanobacteriota.c__Cyanobacteriia	3.577139196062222			-
d__Bacteria.p__Cyanobacteriota.c__Cyanobacteriia.o__Cyanobacteriales	3.502596649735443			-
d__Bacteria.p__Cyanobacteriota.c__Cyanobacteriia.o__Cyanobacteriales.f__Coleofasciculaceae	3.3557759657927626			-
d__Bacteria.p__Patescibacteria.c__Saccharimonadia.o__Saccharimonadales.f__WWH38	3.188837682862793			-
d__Bacteria.p__Actinomycetota.c__Thermoleophilia.o__Solirubrobacterales.f__67_14	4.315909182731119	Organic	3.923365077476568	0.014305878435429647
d__Bacteria.p__Cyanobacteriota.c__Vampirivibrionia	2.5800442106386057			-
d__Bacteria.p__Cyanobacteriota.c__Vampirivibrionia.o__Vampirovibrionales	2.5800442106386057			-
d__Bacteria.p__Cyanobacteriota.c__Vampirivibrionia.o__Vampirovibrionales.f__Vampirovibrionaceae	2.4302820718346516			-
d__Bacteria.p__Pseudomonadota.c__Gammaproteobacteria.o__KF_JG30_C25	3.8398172600706966	Chemical	3.4502822922498697	0.013902988164384317
d__Bacteria.p__Pseudomonadota.c__Gammaproteobacteria.o__KF_JG30_C25.f__Incertae_Sedis	3.8398172600706966	Chemical	3.4992594831225836	0.013902988164384317
d__Bacteria.p__Bdellovibrionota.c__Bdellovibrionia	3.1261753893972095			-
d__Bacteria.p__Bdellovibrionota.c__Bdellovibrionia.o__Bdellovibrionales	3.1261753893972095			-
d__Bacteria.p__Bdellovibrionota.c__Bdellovibrionia.o__Bdellovibrionales.f__Pseudobdellovibrionaceae	3.1261753893972095			-
d__Bacteria.p__Actinomycetota.c__Thermoleophilia.o__Gaiellales.f__Incertae_Sedis	4.778105381049466			-
d__Bacteria.p__Pseudomonadota.c__Gammaproteobacteria.o__Burkholderiales.f__Comamonadaceae	3.790451941054976	Organic	3.3412651923325147	0.014305878435429647
d__Bacteria.p__Chloroflexota.c__Chloroflexia.o__Chloroflexales.f__Chloroflexaceae	3.0874503733923975	Organic	2.715553567461593	0.012725353282910894
d__Bacteria.p__Sumerlaeota	2.5615607923980046			-
d__Bacteria.p__Sumerlaeota.c__Sumerlaeia	2.5615607923980046			-
d__Bacteria.p__Sumerlaeota.c__Sumerlaeia.o__Sumerlaeales	2.5615607923980046			-
d__Bacteria.p__Sumerlaeota.c__Sumerlaeia.o__Sumerlaeales.f__Sumerlaeaceae	2.5615607923980046			-
d__Bacteria.p__Actinomycetota.c__Actinobacteria.o__Frankiales	5.076800978	Chemical	4.470865687592085	0.014305878435429647
d__Bacteria.p__Actinomycetota.c__Actinobacteria.o__Frankiales.f__Acidothermaceae	5.049252425556153	Chemical	4.502183490863582	0.014305878435429647
d__Bacteria.p__Pseudomonadota.c__Gammaproteobacteria.o__Burkholderiales.f__Incertae_Sedis	2.6546779605358273			-
d__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Acetobacterales	4.243588139583613	Chemical	3.8309888444878815	0.014305878435429647
d__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Acetobacterales.f__Acetobacteraceae	4.243588139583613	Chemical	3.8076299159587137	0.014305878435429647
d__Bacteria.p__Chloroflexota.c__OLB14	2.8333014178037845			-
d__Bacteria.p__Chloroflexota.c__OLB14.o__Incertae_Sedis	2.8333014178037845			-
d__Bacteria.p__Chloroflexota.c__OLB14.o__Incertae_Sedis.f__Incertae_Sedis	2.8333014178037845			-
d__Bacteria.p__Myxococcota.c__Myxococcia	3.924436531810319	Organic	3.4499000863766405	0.014305878435429647
d__Bacteria.p__Myxococcota.c__Myxococcia.o__Myxococcales	3.924436531810319	Organic	3.4407639383603543	0.014305878435429647
d__Bacteria.p__Myxococcota.c__Myxococcia.o__Myxococcales.f__Anaeromyxobacteraceae	3.6019223669725586	Organic	3.1987586845742215	0.027486336
d__Archaea.p__Thermoplasmatota	3.599506722664379			-
d__Archaea.p__Thermoplasmatota.c__Thermoplasmata	3.599506722664379			-
d__Archaea.p__Thermoplasmatota.c__Thermoplasmata.o__Marine_Group_II	3.4560695509639916			-
d__Archaea.p__Thermoplasmatota.c__Thermoplasmata.o__Marine_Group_II.f__Incertae_Sedis	3.4560695509639916			-
d__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Rhodospirillales	3.1393522696370253			-
d__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Rhodospirillales.f__Magnetospirillaceae	3.1393522696370253			-
d__Bacteria.p__Planctomycetota.c__Pla3_lineage	2.8353167305092324			-
d__Bacteria.p__Planctomycetota.c__Pla3_lineage.o__Incertae_Sedis	2.8353167305092324			-
d__Bacteria.p__Planctomycetota.c__Pla3_lineage.o__Incertae_Sedis.f__Incertae_Sedis	2.8353167305092324			-
d__Bacteria.p__Chloroflexota.c__Chloroflexia.o__Thermomicrobiales.f__JG30_KF_CM45	4.070704907775614			-
d__Bacteria.p__Acidobacteriota.c__Subgroup_5	3.6356773498972785			-
d__Bacteria.p__Acidobacteriota.c__Subgroup_5.o__Incertae_Sedis	3.6356773498972785			-
d__Bacteria.p__Acidobacteriota.c__Subgroup_5.o__Incertae_Sedis.f__Incertae_Sedis	3.6356773498972785			-
d__Bacteria.p__Spirochaetota	3.0963591908096575			-
d__Bacteria.p__Spirochaetota.c__Spirochaetia	3.0963591908096575			-
d__Bacteria.p__Spirochaetota.c__Spirochaetia.o__Spirochaetales	3.0963591908096575			-
d__Bacteria.p__Spirochaetota.c__Spirochaetia.o__Spirochaetales.f__Spirochaetaceae	3.0963591908096575			-
d__Bacteria.p__Myxococcota.c__bacteriap25	3.728749715	Organic	3.2370874546746906	0.027486336
d__Bacteria.p__Myxococcota.c__bacteriap25.o__Incertae_Sedis	3.728749715	Organic	3.2492855266969265	0.027486336
d__Bacteria.p__Myxococcota.c__bacteriap25.o__Incertae_Sedis.f__Incertae_Sedis	3.728749715	Organic	3.2385547334291154	0.027486336
d__Bacteria.p__Pseudomonadota.c__Gammaproteobacteria.o__Burkholderiales.f__SC_I_84	3.2332567645495365			-
d__Bacteria.p__Acidobacteriota.c__Blastocatellia	4.044185904590866	Organic	3.6250528201717174	0.014305878435429647
d__Bacteria.p__Acidobacteriota.c__Blastocatellia.o__Blastocatellales	2.873775125491634			-
d__Bacteria.p__Acidobacteriota.c__Blastocatellia.o__Blastocatellales.f__Blastocatellaceae	2.873775125491634			-
d__Bacteria.p__Bacillota.c__Bacilli.o__Erysipelotrichales	1.5008630376351526			-
d__Bacteria.p__Bacillota.c__Bacilli.o__Erysipelotrichales.f__Erysipelotrichaceae	1.5008630376351526			-
d__Bacteria.p__Pseudomonadota.c__Gammaproteobacteria.o__Salinisphaerales	2.9241088986464536			-
d__Bacteria.p__Pseudomonadota.c__Gammaproteobacteria.o__Salinisphaerales.f__Nevskiaceae	2.9241088986464536			-
d__Bacteria.p__Planctomycetota.c__Planctomycetes.o__Planctomycetales	3.236461886587841			-
d__Bacteria.p__Planctomycetota.c__Planctomycetes.o__Planctomycetales.f__Incertae_Sedis	3.156001428676799			-
d__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Azospirillales	3.057165566165674	Organic	2.6531928892223298	0.026843629775969602
d__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Azospirillales.f__Incertae_Sedis	2.6469909540226118			-
d__Bacteria.p__Actinomycetota.c__Rubrobacteria	3.929321779252732	Organic	3.590730627565131	0.014305878435429647
d__Bacteria.p__Actinomycetota.c__Rubrobacteria.o__Rubrobacterales	3.929321779252732	Organic	3.592033368280486	0.014305878435429647
d__Bacteria.p__Actinomycetota.c__Rubrobacteria.o__Rubrobacterales.f__Rubrobacteriaceae	3.929321779252732	Organic	3.590249073532687	0.014305878435429647
d__Bacteria.p__Acidobacteriota.c__Vicinamibacteria.o__Vicinamibacterales.f__Vicinamibacteraceae	4.345464430807626			-
d__Bacteria.p__Pseudomonadota.c__Gammaproteobacteria.o__Rickettsiellales	2.5008629640352646			-
d__Bacteria.p__Pseudomonadota.c__Gammaproteobacteria.o__Rickettsiellales.f__Rickettsiellaceae	2.5008629640352646			-
d__Bacteria.p__Pseudomonadota.c__Gammaproteobacteria.o__Burkholderiales.f__Chromobacteriaceae	2.032342305858999			-
d__Bacteria.p__Bacillota.c__Sulfobacillia	3.6897915122370013	Chemical	3.3753939276176954	0.010515246
d__Bacteria.p__Bacillota.c__Sulfobacillia.o__Sulfobacillales	3.6897915122370013	Chemical	3.3643342390046427	0.010515246
d__Bacteria.p__Bacillota.c__Sulfobacillia.o__Sulfobacillales.f__Sulfobacillaceae	3.6897915122370013	Chemical	3.3718758022277915	0.010515246
d__Bacteria.p__Acidobacteriota.c__Acidobacteriae.o__Terriglobales.f__Koribacteraceae	3.131799131718572			-
d__Bacteria.p__Acidobacteriota.c__Thermoanaerobaculia	3.4199410549134406	Organic	2.957456773260307	0.026843629775969602
d__Bacteria.p__Acidobacteriota.c__Thermoanaerobaculia.o__Thermoanaerobaculales	3.4199410549134406	Organic	2.941055695269245	0.026843629775969602
d__Bacteria.p__Acidobacteriota.c__Thermoanaerobaculia.o__Thermoanaerobaculales.f__Thermoanaerobaculaceae	3.4199410549134406	Organic	2.956827485218631	0.026843629775969602
d__Bacteria.p__Candidatus_Kryptonia	2.526168889024295			-
d__Bacteria.p__Candidatus_Kryptonia.c__Kryptonia	2.526168889024295			-
d__Bacteria.p__Candidatus_Kryptonia.c__Kryptonia.o__Kryptoniales	2.526168889024295			-
d__Bacteria.p__Candidatus_Kryptonia.c__Kryptonia.o__Kryptoniales.f__BSV26	2.526168889024295			-
d__Bacteria.p__Chloroflexota.c__Dehalococcoidia	3.7251370038935687	Organic	3.165404866273446	0.027486336
d__Bacteria.p__Chloroflexota.c__Dehalococcoidia.o__SAR202_clade	2.102922616			-
d__Bacteria.p__Chloroflexota.c__Dehalococcoidia.o__SAR202_clade.f__Incertae_Sedis	2.102922616			-
d__Bacteria.p__Myxococcota.c__Polyangiia.o__Nannocystales	2.848192968528571			-
d__Bacteria.p__Myxococcota.c__Polyangiia.o__Nannocystales.f__Nannocystaceae	2.848192968528571			-
d__Bacteria.p__Bdellovibrionota.c__Oligoflexia.o__Oligoflexales	2.0748941228143916			-
d__Bacteria.p__Bdellovibrionota.c__Oligoflexia.o__Oligoflexales.f__Oligoflexaceae	2.0748941228143916			-
d__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Hyphomicrobiales.f__Hyphomicrobiaceae	3.2300278489181244			-
d__Bacteria.p__Acidobacteriota.c__Acidobacteriae.o__Bryobacterales	2.1821040936797345			-
d__Bacteria.p__Acidobacteriota.c__Acidobacteriae.o__Bryobacterales.f__Bryobacteraceae	2.1821040936797345			-
d__Bacteria.p__Bacillota.c__Negativicutes.o__Veillonellales_Selenomonadales.f__Incertae_Sedis	1.7439015551817678			-
d__Bacteria.p__Elusimicrobiota.c__Elusimicrobia	3.080646598214778			-
d__Bacteria.p__Elusimicrobiota.c__Elusimicrobia.o__Lineage_IV	3.0571655422820756			-
d__Bacteria.p__Elusimicrobiota.c__Elusimicrobia.o__Lineage_IV.f__Incertae_Sedis	3.0571655422820756			-
d__Bacteria.p__Myxococcota.c__Polyangiia.o__Polyangiales.f__BIrii41	3.2552113178289304			-
d__Bacteria.p__Myxococcota.c__Myxococcia.o__Myxococcales.f__Myxococcaceae	3.5865102988303788	Organic	3.049877439965606	0.014305878435429647
d__Bacteria.p__Bacillota.c__Clostridia.o__Lachnospirales	4.516306594014959			-
d__Bacteria.p__Bacillota.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae	4.516306594014959			-
d__Bacteria.p__Patescibacteria.c__Saccharimonadia.o__Saccharimonadales.f__Saccharimonadaceae	2.857844301962573			-
d__Bacteria.p__Patescibacteria.c__Parcubacteria	2.6063732256633574			-
d__Bacteria.p__Patescibacteria.c__Parcubacteria.o__Candidatus_Azambacteria	2.3301671346980712			-
d__Bacteria.p__Patescibacteria.c__Parcubacteria.o__Candidatus_Azambacteria.f__Incertae_Sedis	2.3301671346980712			-
d__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Puniceispirillales	1.2790140998910842			-
d__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Puniceispirillales.f__Puniceispirillales_Incertae_Sedis	1.2790140998910842			-
d__Bacteria.p__Bacillota.c__Bacilli.o__Mycoplasmatales	2.7841642248351683			-
d__Bacteria.p__Bacillota.c__Bacilli.o__Mycoplasmatales.f__Mycoplasmataceae	2.7841642248351683			-
d__Bacteria.p__Bacillota.c__Bacilli.o__Bacillales	4.789022770622423			-
d__Bacteria.p__Bacillota.c__Bacilli.o__Bacillales.f__Bacillaceae	4.5982591574976865			-
d__Bacteria.p__Chloroflexota.c__Dehalococcoidia.o__S085	3.7146462978560577	Organic	3.1423009784342426	0.014305878435429647
d__Bacteria.p__Chloroflexota.c__Dehalococcoidia.o__S085.f__Incertae_Sedis	3.7146462978560577	Organic	3.128005379165642	0.014305878435429647
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Sphingobacteriales	2.9401957529037683			-
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Sphingobacteriales.f__Sphingobacteriaceae	2.7049829494793585			-
d__Bacteria.p__Bacillota.c__Clostridia.o__Clostridia_vadinBB60_group	2.2605310938971277			-
d__Bacteria.p__Bacillota.c__Clostridia.o__Clostridia_vadinBB60_group.f__Incertae_Sedis	2.2605310938971277			-
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Cytophagales.f__Cytophagaceae	2.669655031028082			-
d__Bacteria.p__Pseudomonadota.c__Gammaproteobacteria.o__Burkholderiales.f__B1_7BS	2.6279679238119558			-
d__Bacteria.p__Armatimonadota.c__Armatimonadia	2.5800438119985722	Chemical	2.138081274709579	0.027486336
d__Bacteria.p__Armatimonadota.c__Armatimonadia.o__Armatimonadales	2.5800438119985722	Chemical	2.1290402697848547	0.027486336
d__Bacteria.p__Armatimonadota.c__Armatimonadia.o__Armatimonadales.f__Armatimonadaceae	2.5800438119985722	Chemical	2.123297080890804	0.027486336
d__Bacteria.p__Verrucomicrobiota.c__Verrucomicrobiia.o__Opitutales	2.7049829900402953			-
d__Bacteria.p__Verrucomicrobiota.c__Verrucomicrobiia.o__Opitutales.f__Opitutaceae	2.7049829900402953			-
d__Bacteria.p__Actinomycetota.c__Actinobacteria.o__Frankiales.f__Frankiaceae	3.562503924056636			-
d__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Micavibrionales	2.0748941206139704			-
d__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Micavibrionales.f__Micavibrionaceae	2.0748941206139704			-
d__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Caulobacterales	3.4831342178794173			-
d__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Caulobacterales.f__Hyphomonadaceae	2.3137760362441733			-
d__Bacteria.p__Cyanobacteriota.c__Vampirivibrionia.o__Vampirovibrionales.f__Incertae_Sedis	2.0449305680838794			-
d__Bacteria.p__Planctomycetota.c__BD7_11	2.9257446265374516			-
d__Bacteria.p__Planctomycetota.c__BD7_11.o__Incertae_Sedis	2.9257446265374516			-
d__Bacteria.p__Planctomycetota.c__BD7_11.o__Incertae_Sedis.f__Incertae_Sedis	2.9257446265374516			-
d__Bacteria.p__Myxococcota.c__Polyangiia.__	2.199832877701869			-
